Ramo,origin,development,Pagados,Pendientes,Incurridos,Cantidad
Daño parcial,2018-01-01,1.0,837700814792.3718,251485859311.9126,1089186674104.2844,42987125.528247185
Daño parcial,2018-01-01,2.0,203693174901.68716,-89859288888.80675,113833886012.88042,1027346.2894304555
Daño parcial,2018-01-01,3.0,9789279638.44644,2013109351.9165316,11802388990.362972,44579.8628741559
Daño parcial,2018-01-01,4.0,1515670372.5517812,-557669391.8316495,958000980.7201318,5291.068398564902
Daño parcial,2018-01-01,5.0,625306040.867614,34484783.344969444,659790824.2125835,1013.7576665926837
Daño parcial,2018-01-01,6.0,130633411.0181348,146363005.7180567,276996416.7361915,202.7048232696764
Daño parcial,2019-01-01,1.0,737637327647.6937,192333279258.59088,929970606906.2847,23717765.526493296
Daño parcial,2019-01-01,2.0,148696593633.9095,-70387625793.35916,78308967840.55032,1118878.6236694197
Daño parcial,2019-01-01,3.0,5502203254.930145,-5478572251.654389,23631003.275755636,27148.219997398486
Daño parcial,2019-01-01,4.0,737672213.1098182,125344778.36881775,863016991.4786359,1599.836317591579
Daño parcial,2019-01-01,5.0,250983831.41377184,72509548.29370251,323493379.70747435,260.8334122955395
Daño parcial,2020-01-01,1.0,659623772724.4226,224812177231.83795,884435949956.2605,15377521.542520668
Daño parcial,2020-01-01,2.0,184170724962.2609,-97916755288.46808,86253969673.79283,673099.4869888636
Daño parcial,2020-01-01,3.0,2549484773.0270452,-1153008834.7125976,1396475938.3144476,9947.497103440708
Daño parcial,2020-01-01,4.0,632847820.7632334,234094015.4149966,866941836.17823,4297.044157988802
Daño parcial,2021-01-01,1.0,813569346251.0094,319677711045.822,1133247057296.8315,13360966.02708007
Daño parcial,2021-01-01,2.0,177876337105.34915,-80164501483.06146,97711835622.28769,538907.2395752544
Daño parcial,2021-01-01,3.0,4124557162.7622194,-215398755.2506109,3909158407.5116086,11643.603524872884
Daño parcial,2022-01-01,1.0,643539496771.4059,276726570690.21985,920266067461.6257,7186897.697624813
Daño parcial,2022-01-01,2.0,95885800749.34789,-33523450069.22973,62362350680.118164,130662.6347936484
Daño parcial,2023-01-01,1.0,708981329889.281,235069611408.01535,944050941297.2964,1966332.1762209293
Daño total,2018-01-01,1.0,285398895720.31946,117922054937.01633,403320950657.3358,1347222.020591203
Daño total,2018-01-01,2.0,118832833706.42577,-54949167916.6361,63883665789.789665,84001.41489370144
Daño total,2018-01-01,3.0,7494968104.966923,390964685.5206733,7885932790.487596,10425.170203714953
Daño total,2018-01-01,4.0,1498282987.458606,-139983675.99421155,1358299311.4643943,577.3983371449793
Daño total,2018-01-01,5.0,900003031.7863604,214150298.44153473,1114153330.227895,205.91952602663886
Daño total,2018-01-01,6.0,363865315.3673823,200196160.30070403,564061475.6680863,25.33810290870955
Daño total,2019-01-01,1.0,235156333404.17163,95754147766.7226,330910481170.8942,777971.8829406489
Daño total,2019-01-01,2.0,76435163425.43912,-35841644719.252045,40593518706.187065,68578.31992883813
Daño total,2019-01-01,3.0,6489948102.630629,-2201974854.5296345,4287973248.100994,2540.5526834379093
Daño total,2019-01-01,4.0,936445682.1448276,301719525.1998784,1238165207.344706,512.1588211431788
Daño total,2019-01-01,5.0,293819001.80509007,244878131.11300972,538697132.9180998,81.97621529288384
Daño total,2020-01-01,1.0,176806444741.51474,109487169738.99722,286293614480.51196,416642.955470775
Daño total,2020-01-01,2.0,79040484701.71207,-42260332015.70366,36780152686.008415,31977.3697262474
Daño total,2020-01-01,3.0,2738411064.727704,-1053290371.7586459,1685120692.969058,723.3583350166545
Daño total,2020-01-01,4.0,541949580.9931909,123976894.64110011,665926475.634291,86.44764521795024
Daño total,2021-01-01,1.0,208518765040.43716,123172890297.35121,331691655337.7884,321211.94402954425
Daño total,2021-01-01,2.0,73414585944.257,-45035252483.88486,28379333460.37215,25486.50133668169
Daño total,2021-01-01,3.0,2224752894.3575015,-183428557.42464072,2041324336.9328606,311.5096181129586
Daño total,2022-01-01,1.0,186003067650.1224,120431535837.82822,306434603487.9506,174772.87771814803
Daño total,2022-01-01,2.0,39569224483.7457,-20910440898.788277,18658783584.957417,6155.668530174732
Daño total,2023-01-01,1.0,157204195099.38586,105618029334.29422,262822224433.68008,55119.31668629341
Incendio parcial,2018-01-01,1.0,8490487527.891999,2005378886.5287611,10495866414.42076,189033.8379838416
Incendio parcial,2018-01-01,2.0,2715837231.281534,-999003756.2067008,1716833475.0748334,5807.559339115805
Incendio parcial,2018-01-01,3.0,254991057.27605316,37116833.14028071,292107890.41633385,268.9345879562279
Incendio parcial,2018-01-01,4.0,34474701.51961211,8839380.645200904,43314082.16481302,73.48706109117919
Incendio parcial,2018-01-01,5.0,10313648.420655306,2389331.7803777126,12702980.201033019,36.95991492785826
Incendio parcial,2018-01-01,6.0,2495880.6412932584,-2754953.8006749637,-259073.15938170502,1.4904766416887971
Incendio parcial,2019-01-01,1.0,8163342508.88944,2088261893.5745518,10251604402.463991,114551.36854927665
Incendio parcial,2019-01-01,2.0,3013251029.5100746,-1035467596.2142152,1977783433.2958596,3844.182639609611
Incendio parcial,2019-01-01,3.0,133234760.77956825,-41827701.37272807,91407059.40684018,178.4685769357209
Incendio parcial,2019-01-01,4.0,34078578.03994875,35280567.273281164,69359145.3132299,21.119951387347577
Incendio parcial,2019-01-01,5.0,7903168.925862912,-7510783.064218636,392385.8616442761,5.9619065667551885
Incendio parcial,2020-01-01,1.0,9296845141.9058,3184546510.717184,12481391652.622984,74526.5202271641
Incendio parcial,2020-01-01,2.0,3415405206.6544466,-1150245337.1464891,2265159869.5079575,2635.0360476979968
Incendio parcial,2020-01-01,3.0,111627084.82339177,-116403029.19040607,-4775944.367014304,68.63984200887963
Incendio parcial,2020-01-01,4.0,18650250.750759985,11531316.976594616,30181567.7273546,70.05240215937347
Incendio parcial,2021-01-01,1.0,10294764248.478586,3497377619.224944,13792141867.703531,58317.23205164292
Incendio parcial,2021-01-01,2.0,2643270868.675769,-861153224.4085445,1782117644.267224,2101.435163041084
Incendio parcial,2021-01-01,3.0,64896736.14145371,4959848.687211318,69856584.82866503,105.8238415599046
Incendio parcial,2022-01-01,1.0,8948169538.033672,3770755545.178361,12718925083.212034,32302.96564694812
Incendio parcial,2022-01-01,2.0,890413000.8360462,-392587912.1483001,497825088.68774617,500.80015160743585
Incendio parcial,2023-01-01,1.0,7520695336.03843,4290283098.0896425,11810978434.128073,8461.435894867302
Incendio total,2018-01-01,1.0,34504897938.25471,10046275710.600027,44551173648.85474,125252.08580924752
Incendio total,2018-01-01,2.0,10849882246.954004,-5930847271.205074,4919034975.748931,5566.4908382468475
Incendio total,2018-01-01,3.0,506274455.7650886,-70793439.21174371,435481016.5533449,316.3936328896799
Incendio total,2018-01-01,4.0,89935386.52512506,-52033836.372709066,37901550.15241598,41.99260633781668
Incendio total,2018-01-01,5.0,-12366592.17531104,15666526.499717785,3299934.3244067435,10.559975693673788
Incendio total,2018-01-01,6.0,11065493.840337692,1864292.6548542725,12929786.495191963,1.4904766416887971
Incendio total,2019-01-01,1.0,36912511723.55876,13974877505.89094,50887389229.4497,81700.30647631593
Incendio total,2019-01-01,2.0,11569202105.379421,-8797719109.865723,2771482995.5136986,5742.544436947691
Incendio total,2019-01-01,3.0,678198418.2171298,-272523585.1167079,405674833.10042185,251.9556380269001
Incendio total,2019-01-01,4.0,64400318.00716472,33013926.5705004,97414244.57766512,36.95991492785826
Incendio total,2019-01-01,5.0,3792370.2575896173,137577401.5869586,141369771.84454823,8.942859850132782
Incendio total,2020-01-01,1.0,40424504343.974686,13972395872.4512,54396900216.42588,53945.114407690424
Incendio total,2020-01-01,2.0,13753852442.344524,-7193437439.36129,6560415002.983234,3737.341964065685
Incendio total,2020-01-01,3.0,288675737.6232956,-350303761.0515637,-61628023.428268075,79.19981770255342
Incendio total,2020-01-01,4.0,20521881.02212129,1158905.2079787073,21680786.2301,5.9619065667551885
Incendio total,2021-01-01,1.0,43214641268.92836,16433641858.29141,59648283127.219765,44270.70523164324
Incendio total,2021-01-01,2.0,10167231522.309046,-6271861558.360768,3895369963.948277,2460.4743366259927
Incendio total,2021-01-01,3.0,106319848.33863236,-63449392.40329875,42870455.93533361,46.204775892352714
Incendio total,2022-01-01,1.0,45723657051.19602,15711581897.931938,61435238949.12796,26722.018492841522
Incendio total,2022-01-01,2.0,5004435488.109099,-3084117309.7513394,1920318178.3577595,693.0716383852906
Incendio total,2023-01-01,1.0,35251553014.37904,17511952413.76246,52763505428.1415,8151.416753396032
RC,2018-01-01,1.0,710583688911.7114,421779476431.608,1132363165343.3196,62622090.04393227
RC,2018-01-01,2.0,369364327207.8914,47539895348.82615,416904222556.7176,1497342.2048518802
RC,2018-01-01,3.0,130686913285.233,45723679564.87128,176410592850.10428,2089068.059562334
RC,2018-01-01,4.0,95161092350.61552,75032751747.04254,170193844097.65808,90063.64244303232
RC,2018-01-01,5.0,48919055219.4179,41526997405.85848,90446052625.27638,11938.052521698217
RC,2018-01-01,6.0,34503671015.73909,35227468865.86423,69731139881.60332,961.3574338892741
RC,2019-01-01,1.0,568881611477.8894,310337210298.8289,879218821776.7183,33782594.5909549
RC,2019-01-01,2.0,255375006280.79752,39832721961.952415,295207728242.74994,1040855.9537988246
RC,2019-01-01,3.0,98058003655.78737,77434963253.29054,175492966909.0779,1244713.3426108088
RC,2019-01-01,4.0,46422621071.48207,23755476582.49188,70178097653.97394,18791.476746892506
RC,2019-01-01,5.0,33458274768.96585,30779318276.64044,64237593045.60629,4122.658390911213
RC,2020-01-01,1.0,532099551028.0755,362687368402.1966,894786919430.2721,22196437.11855905
RC,2020-01-01,2.0,314543040813.1427,14809350334.22782,329352391147.37054,733148.9140519415
RC,2020-01-01,3.0,54476087756.24974,64029123863.3174,118505211619.56714,497216.4555366303
RC,2020-01-01,4.0,36367509103.5367,32076413425.901066,68443922529.43777,18480.419880299396
RC,2021-01-01,1.0,626513979225.8242,440742506933.56006,1067256486159.3843,20043847.86825715
RC,2021-01-01,2.0,222379939360.315,84235617796.0872,306615557156.4022,612964.3491149887
RC,2021-01-01,3.0,59076709365.29271,77028394005.44215,136105103370.73486,224589.49179959303
RC,2022-01-01,1.0,422521028677.33704,438210780581.67596,860731809259.013,10606133.347430836
RC,2022-01-01,2.0,146490376721.63483,99834173419.93561,246324550141.57047,135247.34094348314
RC,2023-01-01,1.0,378112192419.24524,341733296324.5661,719845488743.8113,2834347.019947801
RC daños a cosas,2018-01-01,1.0,545333547249.5691,237764777716.48642,783098324966.0555,55419877.367574304
RC daños a cosas,2018-01-01,2.0,205307939995.4094,-21097687826.235348,184210252169.17404,1087657.2452842167
RC daños a cosas,2018-01-01,3.0,37773967908.57056,-17625404540.94874,20148563367.62182,1905575.5721679642
RC daños a cosas,2018-01-01,4.0,17290943708.165028,21744495755.712227,39035439463.87726,48774.41226137408
RC daños a cosas,2018-01-01,5.0,6309550444.250725,8118395672.117981,14427946116.368706,7824.941989012277
RC daños a cosas,2018-01-01,6.0,4538653283.321708,5483123746.532116,10021777029.853825,466.5191888485935
RC daños a cosas,2019-01-01,1.0,454103472222.4456,185184677895.95123,639288150118.3969,29930276.116432432
RC daños a cosas,2019-01-01,2.0,144172455101.3027,-23212135791.98337,120960319309.31932,745170.2841817741
RC daños a cosas,2019-01-01,3.0,24767688454.94688,19540206835.621437,44307895290.56832,1122598.8433804377
RC daños a cosas,2019-01-01,4.0,6296159819.552471,-8962575578.314703,-2666415758.7622323,10507.175815205419
RC daños a cosas,2019-01-01,5.0,4196724588.5380654,6943822940.877803,11140547529.415869,2033.0101392635192
RC daños a cosas,2020-01-01,1.0,424766605618.3149,211917586758.27438,636684192376.5892,19563899.715782113
RC daños a cosas,2020-01-01,2.0,196139001287.01233,-37313453904.8582,158825547382.15414,522010.0893853992
RC daños a cosas,2020-01-01,3.0,11533963947.96535,20150164197.626255,31684128145.591602,460150.9408518353
RC daños a cosas,2020-01-01,4.0,5703258987.640415,1064920981.0363475,6768179968.676763,15177.52364231702
RC daños a cosas,2021-01-01,1.0,495810827218.95337,283669904484.8902,779480731703.8436,17825147.516095437
RC daños a cosas,2021-01-01,2.0,126362836696.39142,4574729510.798735,130937566207.19016,473329.79051754024
RC daños a cosas,2021-01-01,3.0,13683564527.29302,19941210788.144276,33624775315.437298,205958.53377848305
RC daños a cosas,2022-01-01,1.0,325438875625.04333,289339441092.74225,614778316717.7856,9449958.568645421
RC daños a cosas,2022-01-01,2.0,78215449930.70961,15562636208.973736,93778086139.68333,103190.16933404049
RC daños a cosas,2023-01-01,1.0,297579632051.0853,236493644626.57544,534073276677.66077,2508400.6450834447
RC lesiones 3º no transportados,2018-01-01,1.0,157161080168.5122,173929354805.38074,331090434973.89294,6348796.752828568
RC lesiones 3º no transportados,2018-01-01,2.0,156315870504.3805,62854009056.01624,219169879560.39673,362369.78744256543
RC lesiones 3º no transportados,2018-01-01,3.0,88440288391.08022,58821312488.40547,147261600879.4857,148198.77764552608
RC lesiones 3º no transportados,2018-01-01,4.0,74871610432.28587,51385664557.690765,126257274989.97664,38223.769918997634
RC lesiones 3º no transportados,2018-01-01,5.0,40467198371.96109,29876949524.76825,70344147896.72934,3622.0716629301096
RC lesiones 3º no transportados,2018-01-01,6.0,28583121278.194344,27428809974.09683,56011931252.29117,445.6525158649503
RC lesiones 3º no transportados,2019-01-01,1.0,108785755479.95714,113256776700.26616,222042532180.2233,3343532.4457794037
RC lesiones 3º no transportados,2019-01-01,2.0,104670795635.32353,58601046249.30665,163271841884.6302,265517.53672101937
RC lesiones 3º no transportados,2019-01-01,3.0,69326463039.5546,55922092919.158035,125248555958.71263,93853.47516502028
RC lesiones 3º no transportados,2019-01-01,4.0,37879769705.47105,29522571318.535004,67402341024.00605,7460.6228275805315
RC lesiones 3º no transportados,2019-01-01,5.0,27855702492.434937,22179364356.772854,50035066849.207794,1959.976783820768
RC lesiones 3º no transportados,2020-01-01,1.0,101816356839.51364,141618809549.16495,243435166388.6786,2330856.0738166273
RC lesiones 3º no transportados,2020-01-01,2.0,112507318737.1278,48328769579.43563,160836088316.56345,191370.80523301507
RC lesiones 3º no transportados,2020-01-01,3.0,41307748904.27169,39653262146.39125,80961011050.66295,29029.373181909243
RC lesiones 3º no transportados,2020-01-01,4.0,29723008953.658722,29174390023.28461,58897398976.94334,3071.8723585206108
RC lesiones 3º no transportados,2021-01-01,1.0,124184017174.16447,145501228050.66943,269685245224.83392,1930431.6078041862
RC lesiones 3º no transportados,2021-01-01,2.0,91762982600.445,73960619219.10999,165723601819.555,126946.74780149944
RC lesiones 3º no transportados,2021-01-01,3.0,43672468194.20806,53253891558.34392,96926359752.55199,13622.956505035605
RC lesiones 3º no transportados,2022-01-01,1.0,92474912903.36603,133953741064.57762,226428653967.94366,1008060.5597059467
RC lesiones 3º no transportados,2022-01-01,2.0,65425402794.34004,79014228964.18622,144439631758.52628,29706.689945499416
RC lesiones 3º no transportados,2023-01-01,1.0,77637024663.08363,97476908009.54825,175113932672.6319,288782.83028048783
RC lesiones 3º transportados,2018-01-01,1.0,8089061493.630161,10085343909.740854,18174405403.371014,853415.9235293901
RC lesiones 3º transportados,2018-01-01,2.0,7740516708.101544,5783574119.045257,13524090827.146801,47315.1721250982
RC lesiones 3º transportados,2018-01-01,3.0,4472656985.582235,4527771617.414539,9000428602.996775,35293.709748843794
RC lesiones 3º transportados,2018-01-01,4.0,2998538210.164625,1902591433.639553,4901129643.804178,3065.460262660618
RC lesiones 3º transportados,2018-01-01,5.0,2142306403.2060854,3531652208.97225,5673958612.178335,491.0388697558312
RC lesiones 3º transportados,2018-01-01,6.0,1381896454.2230341,2315535145.2352877,3697431599.458322,49.1857291757303
RC lesiones 3º transportados,2019-01-01,1.0,5992383775.486616,11895755702.611515,17888139478.098133,508786.0287430662
RC lesiones 3º transportados,2019-01-01,2.0,6531755544.171267,4443811504.629136,10975567048.800404,30168.13289603098
RC lesiones 3º transportados,2019-01-01,3.0,3963852161.2858815,1972663498.5110674,5936515659.796949,28261.024065350626
RC lesiones 3º transportados,2019-01-01,4.0,2246691546.458549,3195480842.2715783,5442172388.730127,823.6781041065555
RC lesiones 3º transportados,2019-01-01,5.0,1405847687.9928486,1656130978.9897838,3061978666.9826326,129.67146782692535
RC lesiones 3º transportados,2020-01-01,1.0,5516588570.247017,9150972094.757238,14667560665.004255,301681.3289603098
RC lesiones 3º transportados,2020-01-01,2.0,5896720789.00258,3794034659.650391,9690755448.652971,19768.019433527203
RC lesiones 3º transportados,2020-01-01,3.0,1634374904.0127077,4225697519.299887,5860072423.312595,8036.141502885753
RC lesiones 3º transportados,2020-01-01,4.0,941241162.2375622,1837102421.5801048,2778343583.817667,231.02387946176356
RC lesiones 3º transportados,2021-01-01,1.0,6519134832.706393,11571374398.000383,18090509230.706776,288268.74435752706
RC lesiones 3º transportados,2021-01-01,2.0,4254120063.4785595,5700269066.178492,9954389129.657051,12687.810795949057
RC lesiones 3º transportados,2021-01-01,3.0,1720676643.791624,3833291658.9539604,5553968302.7455845,5008.001516074359
RC lesiones 3º transportados,2022-01-01,1.0,4607240148.927674,14917598424.356043,19524838573.28372,148114.21907946854
RC lesiones 3º transportados,2022-01-01,2.0,2849523996.5851903,5257308246.775659,8106832243.360849,2350.481663943233
RC lesiones 3º transportados,2023-01-01,1.0,2895535705.0762386,7762743688.442398,10658279393.518637,37163.54458386847
Robo parcial,2018-01-01,1.0,120402994018.13727,18438204787.43361,138841198805.57086,7688012.555578528
Robo parcial,2018-01-01,2.0,17050221003.385126,-7908926351.941823,9141294651.443302,92592.21965194067
Robo parcial,2018-01-01,3.0,1264687838.4025464,-41029182.7880964,1223658655.61445,2309.673520094663
Robo parcial,2018-01-01,4.0,318229303.6847334,-9902423.474642735,308326880.21009064,734.8706109117919
Robo parcial,2018-01-01,5.0,163749757.33051324,-11577904.550665474,152171852.77984777,131.99969617092236
Robo parcial,2018-01-01,6.0,148454739.14652613,6440079.792465147,154894818.93899128,49.1857291757303
Robo parcial,2019-01-01,1.0,140368189636.14838,17853652590.92423,158221842227.0726,5057836.301413346
Robo parcial,2019-01-01,2.0,15267358088.7317,-7849977011.242249,7417381077.489453,184315.11083988304
Robo parcial,2019-01-01,3.0,747608175.701484,-599262186.5645238,148345989.1369601,2551.0508350223636
Robo parcial,2019-01-01,4.0,76235199.56633574,4587353.761100983,80822553.32743672,221.75948956714956
Robo parcial,2019-01-01,5.0,49035033.044395715,-216974.64663720495,48818058.39775851,80.48573865119505
Robo parcial,2020-01-01,1.0,170360642052.1469,24714639718.071323,195075281770.21823,3687188.118969752
Robo parcial,2020-01-01,2.0,30299130500.2865,-13110551360.233494,17188579140.053005,116183.0435851543
Robo parcial,2020-01-01,3.0,293392614.7662673,-92193392.5947128,201199222.17155454,971.5177638179886
Robo parcial,2020-01-01,4.0,39482341.69536268,15701885.248676274,55184226.94403895,125.20003790185896
Robo parcial,2021-01-01,1.0,279784907142.09143,34014944639.768555,313799851781.86,3319987.947825709
Robo parcial,2021-01-01,2.0,25688039127.513947,-9854071694.32178,15833967433.192167,98788.57261431828
Robo parcial,2021-01-01,3.0,228481452.725427,-3583445.6752941734,224898007.0501328,681.1478252517803
Robo parcial,2022-01-01,1.0,240249627048.28693,28985013701.933266,269234640750.22018,2041179.9417329812
Robo parcial,2022-01-01,2.0,9939641402.122206,-4185978669.284949,5753662732.837256,26952.28911165852
Robo parcial,2023-01-01,1.0,172450803153.8073,18295686113.970104,190746489267.7774,573796.2451341447
Robo total,2018-01-01,1.0,260202249210.4509,65825871641.809746,326028120852.2607,1758018.0431316688
Robo total,2018-01-01,2.0,59743224785.20553,-35014606306.31296,24728618478.892574,25903.906184282572
Robo total,2018-01-01,3.0,3135611473.6666203,-1865487961.0116658,1270123512.6549544,1123.1973967583638
Robo total,2018-01-01,4.0,576876316.5574424,-287156381.2119415,289719935.34550095,629.8890950672502
Robo total,2018-01-01,5.0,344072630.91400975,24059320.621681675,368131951.5356914,327.35924650388745
Robo total,2018-01-01,6.0,318052934.2795337,83573618.7288474,401626553.00838107,40.242869325597525
Robo total,2019-01-01,1.0,229630128224.39517,63688009773.114395,293318137997.5096,1076480.4329712014
Robo total,2019-01-01,2.0,61899536975.348694,-36674115695.113365,25225421280.235332,32019.03564843561
Robo total,2019-01-01,3.0,3878663765.9553056,-1705932898.420177,2172730867.5351286,4335.736604379573
Robo total,2019-01-01,4.0,830976673.547141,225389655.45144886,1056366328.9985898,2967.3531699223345
Robo total,2019-01-01,5.0,259465600.39098504,137441981.35072467,396907581.7417097,624.509712867606
Robo total,2020-01-01,1.0,234581881200.72546,93423663992.31319,328005545193.03864,672668.683205104
Robo total,2020-01-01,2.0,87336380238.64642,-51501406468.946335,35834973769.70008,24985.600771000925
Robo total,2020-01-01,3.0,1319392445.3406634,-488020406.30355144,831372039.037112,1837.4357706992391
Robo total,2020-01-01,4.0,340659483.87084275,94466391.66451626,435125875.535359,1040.3526958987804
Robo total,2021-01-01,1.0,316374696897.90967,128509826337.97418,444884523235.88385,585649.8842903604
Robo total,2021-01-01,2.0,66570466219.24618,-48706426117.15496,17864040102.09121,18025.878509101156
Robo total,2021-01-01,3.0,941784590.021122,64939369.73531258,1006723959.7564346,473.97157205703746
Robo total,2022-01-01,1.0,337432817134.8996,145797904472.78424,483230721607.68384,380222.4848264184
Robo total,2022-01-01,2.0,40487326195.84491,-29485488275.80637,11001837920.038536,4715.868094303354
Robo total,2023-01-01,1.0,284858272521.6953,133942639361.31029,418800911883.0056,122253.3655812402
Total,2018-01-01,1.0,2257284028119.1377,887503121706.909,3144787149826.047,116716754.11527394
Total,2018-01-01,2.0,782249501082.8306,-147121945142.28326,635127555940.5472,2738560.0851896233
Total,2018-01-01,3.0,153132725853.75668,46187559852.437256,199320285706.19394,2148091.2917779037
Total,2018-01-01,4.0,99194561418.91283,73994845418.8026,173189406837.71542,97412.34855215024
Total,2018-01-01,5.0,50950133736.56174,41806169761.99609,92756303498.55783,13664.608547613881
Total,2018-01-01,6.0,35478238790.032295,35663151069.258484,71141389859.29077,1281.8099118523655
Total,2019-01-01,1.0,1956749444622.7466,696029439087.6465,2652778883710.393,64608900.40979899
Total,2019-01-01,2.0,572256111539.116,-120753827963.09435,451502283576.02167,2454233.770961958
Total,2019-01-01,3.0,115487860134.00162,67134869775.63238,182622729909.634,1281719.3269460096
Total,2019-01-01,4.0,49102429735.8973,24480812389.116905,73583242125.0142,24150.664411431953
Total,2019-01-01,5.0,34323273774.803547,31363997581.27398,65687271356.07753,5185.368236435325
Total,2020-01-01,1.0,1823193641232.7656,832281961466.5846,2655475602699.35,42478930.0533602
Total,2020-01-01,2.0,712559018865.0476,-198323377575.63153,514235641289.4161,1585766.7931349713
Total,2020-01-01,3.0,61777071476.55811,60775904067.70592,122552975544.26402,510844.10416931636
Total,2020-01-01,4.0,37961620462.63221,32557342835.054928,70518963297.68713,24105.478726032918
Total,2021-01-01,1.0,2298271100074.6787,1066048898731.9923,3364319998806.6714,37734251.60876612
Total,2021-01-01,2.0,578739870147.6661,-106657648765.10516,472082221382.5609,1298734.4506500114
Total,2021-01-01,3.0,66767502049.63907,76632433073.11084,143399935122.7499,237851.75295733992
Total,2022-01-01,1.0,1884417863871.2815,1029634142727.5519,2914052006598.8335,20448231.333472986
Total,2022-01-01,2.0,338267218041.6407,8252110284.926644,346519328326.5673,304927.67326326086
Total,2023-01-01,1.0,1744379041433.832,856461498054.0082,2600840539487.8403,5568460.976218672
casco,2018-01-01,1.0,1546700339207.4263,465723645275.3011,2012423984482.7273,54094664.07134167
casco,2018-01-01,2.0,412885173874.9391,-194661840491.1094,218223333383.8297,1241217.8803377429
casco,2018-01-01,3.0,22445812568.52367,463880287.56597954,22909692856.08965,59023.23221556979
casco,2018-01-01,4.0,4033469068.2973003,-1037906328.2399534,2995562740.057347,7348.706109117919
casco,2018-01-01,5.0,2031078517.1438417,279172356.13761586,2310250873.2814574,1726.5560259156643
casco,2018-01-01,6.0,974567774.2932079,435682203.3942526,1410249977.6874604,320.4524779630914
casco,2019-01-01,1.0,1387867833144.8572,385692228788.8176,1773560061933.6748,30826305.818844087
casco,2019-01-01,2.0,316881105258.3185,-160586549925.04675,156294555333.27173,1413377.8171631338
casco,2019-01-01,3.0,17429856478.21426,-10300093477.658161,7129763000.5561,37005.98433520095
casco,2019-01-01,4.0,2679808664.415236,725335806.6250275,3405144471.0402637,5359.187664539448
casco,2019-01-01,5.0,864999005.8376952,584679304.6335397,1449678310.4712348,1062.7098455241123
casco,2020-01-01,1.0,1291094090204.6902,469594593064.38806,1760688683269.0781,20282492.934801154
casco,2020-01-01,2.0,398015978051.90485,-213132727909.85934,184883250142.0455,852617.8790830299
casco,2020-01-01,3.0,7300983720.308368,-3253219795.6114774,4047763924.69689,13627.648632686023
casco,2020-01-01,4.0,1594111359.095511,480929409.15386254,2075040768.2493737,5625.058845733521
casco,2021-01-01,1.0,1671757120848.8547,625306391798.4324,2297063512647.287,17690403.74050897
casco,2021-01-01,2.0,356359930787.3511,-190893266561.19238,165466664226.15872,685770.1015350226
casco,2021-01-01,3.0,7690792684.346355,-395960932.33132064,7294831752.015035,13262.261157746916
casco,2022-01-01,1.0,1461896835193.9446,591423362145.8759,2053320197339.8203,9842097.986042151
casco,2022-01-01,2.0,191776841320.00583,-91582063135.00897,100194778184.99687,169680.33231977772
casco,2023-01-01,1.0,1366266849014.587,514728201729.4421,1880995050744.029,2734113.9562708708
